Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2012,Herkimer,Beardsley Lake,Manheim,April,3640,Brown Trout,9
2012,Herkimer,Bear Pond,Webb,November,2500,Brook Trout,4.2
2012,Herkimer,Big Moose Lake,,June,3360,Brook Trout,9.4
2012,Herkimer,Big Moose Lake,Webb,September,2000,Brook Trout,4.1
2012,Herkimer,Brewer Lake,Webb,November,200,Brook Trout,4.2
2012,Herkimer,Buck Pond,Webb,November,200,Brook Trout,4.2
2012,Herkimer,Cage Lake,Webb,November,400,Brook Trout,4.2
2012,Herkimer,First Lake,Webb,September,2800,Tiger Muskellunge,10.5
2012,Herkimer,Fourth Lake,Webb,May,4300,Landlocked Salmon,6.6
2012,Herkimer,Fourth Lake,Webb,May,9200,Rainbow Trout,9.1
2012,Herkimer,Fulmer Creek,German Flats,April,310,Brown Trout,8
2012,Herkimer,Fulmer Creek,German Flats,April,350,Rainbow Trout,8.6
2012,Herkimer,Gibbs Lake,Webb,November,1000,Brook Trout,4.7
2012,Herkimer,Independence Lake,Webb,November,2100,Brook Trout,4.7
2012,Herkimer,Little Salmon Lake,Ohio,November,300,Brook Trout,4.2
2012,Herkimer,Lw Okara Pond,Webb,April,980,Brown Trout,8.4
2012,Herkimer,Md Settlement Lake,Webb,November,400,Brook Trout,4.2
2012,Herkimer,Middle Branch Lake,Webb,November,400,Brook Trout,4.2
2012,Herkimer,Mohawk River,,August,2000,Tiger Muskellunge,7.75
2012,Herkimer,Mohawk River,,August,500,Tiger Muskellunge,7.75
2012,Herkimer,Mohawk River,Frankfort,September,900,Tiger Muskellunge,10.4
2012,Herkimer,Mohawk River,Danube,September,4200,Tiger Muskellunge,10.4
2012,Herkimer,Moose River,Webb,April,1920,Brook Trout,8.8
2012,Herkimer,Moshier Reservoir,Webb,September,1400,Tiger Muskellunge,10.5
2012,Herkimer,Moyer Creek,Frankfort,April,440,Brown Trout,8
2012,Herkimer,Nicks Lake,Webb,April,1770,Brown Trout,8.4
2012,Herkimer,North Lake,Ohio,April,2370,Splake,7.9
2012,Herkimer,North Lake,Ohio,September,2200,Tiger Muskellunge,10.5
2012,Herkimer,Old Forge Pond,Webb,April,700,Rainbow Trout,9
2012,Herkimer,Otsquago Creek,Stark,April,350,Brown Trout,8.1
2012,Herkimer,Otsquago Creek,Stark,April,500,Rainbow Trout,8.4
2012,Herkimer,Otsquago Creek,Stark,June,250,Rainbow Trout,10
2012,Herkimer,Otsquago Creek,Stark,October,60,Rainbow Trout,12.1
2012,Herkimer,Prospect Rs,Russia,April,3020,Brown Trout,9
2012,Herkimer,Quiver Pond,Webb,April,290,Brook Trout,8.8
2012,Herkimer,Ransom Brook,Manheim,April,270,Brown Trout,8
2012,Herkimer,Razorback Pond,Webb,November,400,Brook Trout,4.2
2012,Herkimer,South Lake,Webb,September,1500,Brook Trout,4.1
2012,Herkimer,Spruce Creek,Salisbury,April,2660,Brown Trout,8.2
2012,Herkimer,Spruce Creek,Salisbury,May,620,Brown Trout,8.4
2012,Herkimer,State Barge Canal,,August,500,Tiger Muskellunge,7.75
2012,Herkimer,State Barge Canal,Schuyler,September,1000,Tiger Muskellunge,10.4
2012,Herkimer,Steele Creek,German Flats,April,900,Rainbow Trout,8.6
2012,Herkimer,Sunday Creek,Webb,May,820,Brook Trout,8.9
2012,Herkimer,Third Lake,Webb,April,1800,Rainbow Trout,9
2012,Herkimer,Third Lake Creek,Webb,April,290,Brook Trout,8.8
2012,Herkimer,Tied Lake,Webb,November,200,Brook Trout,4.2
2012,Herkimer,Twitchell Lake,Webb,May,1920,Brook Trout,9
2012,Herkimer,Unadilla River,"Columbia, Winfield",May,2040,Brown Trout,9
2012,Herkimer,Upper Okara Pond,Webb,April,530,Brown Trout,8.4
2012,Herkimer,West Canada Creek,Ohio,April,6820,Brook Trout,8.8
2012,Herkimer,West Canada Creek,Ohio,April,3270,Brook Trout,8.8
2012,Herkimer,West Canada Creek,Ohio,April,3020,Brown Trout,8
2012,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",April,5230,Brown Trout,8.2
2012,Herkimer,West Canada Creek,"Fairfield, Newport",April,4700,Brown Trout,8.2
2012,Herkimer,West Canada Creek,"Fairfield, Newport",April,680,Brown Trout,12.8
2012,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",April,680,Brown Trout,12.8
2012,Herkimer,West Canada Creek,"Fairfield, Newport",May,4700,Brown Trout,9.6
2012,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",May,5230,Brown Trout,9.6
2012,Herkimer,West Canada Creek,"Fairfield, Newport",May,4700,Brown Trout,9.6
2012,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",May,5230,Brown Trout,9.6
2012,Herkimer,West Canada Creek,"Fairfield, Herkimer, Newport",May,340,Brown Trout,13.5
2012,Herkimer,West Canada Creek,"Fairfield, Newport",May,330,Brown Trout,13.5
2012,Herkimer,Wolf Pond,Webb,November,200,Brook Trout,4.2
2012,Jefferson,Black Creek,"Wilna, Philadelphia",April,2570,Brown Trout,8.1
2012,Jefferson,Black Creek,Philadelphia,April,980,Brown Trout,8.1
2012,Jefferson,Black Creek West Branch,Wilna,April,480,Brook Trout,9
2012,Jefferson,Black River,Watertown,April,4440,Brown Trout,7.5
2012,Jefferson,Black River,Watertown,May,1400,Brown Trout,12.7
2012,Jefferson,Black River,Watertown,May,500,Brown Trout,13.5
2012,Jefferson,Black River,Brownville,May,129270,Chinook,3.4
2012,Jefferson,Black River,Hounsfield,April,36000,Steelhead,4.9
2012,Jefferson,Black River,Brownville,April,36000,Steelhead,4.9
2012,Jefferson,Butterfield Lake,"Theresa, Alexandria",April,3020000,Walleye,0.4
2012,Jefferson,Crystal Lake,Theresa,April,370000,Walleye,0.4
2012,Jefferson,Grass Lake,Theresa,September,1600,Tiger Muskellunge,10.4
2012,Jefferson,Grass Lake,Theresa,April,960000,Walleye,0.4
2012,Jefferson,Hyde Lake,,September,1000,Tiger Muskellunge,10.4
2012,Jefferson,Hyde Lake,,June,4000,Walleye,1.4
2012,Jefferson,Jacobs Creek,"Watertown, Rutland",April,820,Brook Trout,9
2012,Jefferson,Lake of the Woods,Theresa,May,500,Landlocked Salmon,6.6
2012,Jefferson,Lake Ontario,Henderson,April,15080,Brown Trout,7.8
2012,Jefferson,Lake Ontario,,June,7900,Brown Trout,8.5
2012,Jefferson,Lake Ontario,Henderson,May,33710,Brown Trout,8
2012,Jefferson,Millsite Lake,Theresa,May,500,Landlocked Salmon,6.6
2012,Jefferson,Millsite Lake,Theresa,April,500,Rainbow Trout,8.3
2012,Jefferson,Moon Lake,,September,1000,Tiger Muskellunge,10.4
2012,Jefferson,ome,"Champion, Rutland",April,1150,Brook Trout,9
2012,Jefferson,Payne Lake,Antwerp,September,800,Tiger Muskellunge,10.4
2012,Jefferson,Payne Lake,Antwerp,June,3500,Walleye,1.4
2012,Jefferson,Red Lake,Theresa,June,7900,Walleye,1.4
2012,Jefferson,Remington Pond,Le Ray,April,960,Brook Trout,9
2012,Jefferson,Sandy Creek,Adams,May,1770,Brown Trout,8.4
2012,Jefferson,Sandy Creek,Adams,May,980,Brown Trout,8.4
2012,Jefferson,Sandy Creek,Adams,May,380,Brown Trout,12.5
2012,Jefferson,Sixberry Lake,Theresa,May,500,Landlocked Salmon,6.6
2012,Jefferson,Sixtown Pond,Henderson,April,520000,Walleye,0.4
2012,Jefferson,Skinner Creek,Ellisburg,May,350,Brown Trout,8.4
2012,Jefferson,South Sandy Creek,Worth,May,580,Brook Trout,9.3
2012,Jefferson,South Sandy Creek,Ellisburg,May,81300,Chinook,3.4
2012,Jefferson,South Sandy Creek,Ellisburg,March,28750,Steelhead,5
2012,Jefferson,Stony Creek,Henderson,April,2660,Brown Trout,7.5
2012,Jefferson,Stony Creek,Henderson,March,20700,Steelhead,5
2012,Jefferson,Townsend Creek,Champion,April,860,Brook Trout,9
2012,Lewis,Alder Creek,High Market,May,2220,Brown Trout,8.1
2012,Lewis,Black Creek,New Bremen,May,1630,Brook Trout,9.1
2012,Lewis,Black River,"Leyden, Lyonsdale",April,750,Brown Trout,13.6
2012,Lewis,Black River,"Leyden, Lyonsdale",May,4970,Brown Trout,8.6
2012,Lewis,Black River,"Leyden, Lyonsdale",May,5600,Rainbow Trout,8.3
2012,Lewis,Bonaparte Lake,Diana,May,3020,Brown Trout,9.6
2012,Lewis,Clear Pond,Croghan,October,500,Brook Trout,4.5
2012,Lewis,Cleveland Lake,Watson,October,500,Brook Trout,4.5
2012,Lewis,Crystal Creek,New Bremen,April,490,Brown Trout,8
2012,Lewis,Crystal Creek,New Bremen,April,440,Brown Trout,8
2012,Lewis,Crystal Creek,New Bremen,May,1330,Brown Trout,9.6
2012,Lewis,Crystal Creek,New Bremen,May,250,Brown Trout,12.7
2012,Lewis,Deer Pond (AKA Little Deer Pd),Croghan,May,240,Brook Trout,9.1
2012,Lewis,Deer River West Branch,Montague,May,380,Brook Trout,9.2
2012,Lewis,Fish Creek East Branch,Lewis,April,1440,Brook Trout,9.1
2012,Lewis,Fish Creek East Branch,Lewis,April,800,Brown Trout,8.2
2012,Lewis,Fish Creek East Branch,Lewis,May,1330,Brown Trout,8.1
2012,Lewis,Fish Creek East Branch,Lewis,May,1770,Brown Trout,8.1
2012,Lewis,Fish Creek East Branch,Lewis,May,440,Brown Trout,8.1
2012,Lewis,Fish Creek East Branch,Lewis,April,1100,Rainbow Trout,8.2
2012,Lewis,Forestry Pond,Lowville,April,240,Brook Trout,9.2
2012,Lewis,Green Pond,Diana,October,400,Brook Trout,4.5
2012,Lewis,Harrisville F&g Pond,Diana,May,290,Brook Trout,9.1
2012,Lewis,Indian River,Croghan,April,380,Brook Trout,8.8
2012,Lewis,Little Otter Lake,Greig,October,400,Brook Trout,4.5
2012,Lewis,Long Pond,Croghan,June,1440,Brook Trout,9.1
2012,Lewis,Mad River,Montague,May,380,Brook Trout,9.2
2012,Lewis,Moose River,Lyonsdale,May,5380,Brook Trout,9.2
2012,Lewis,Mud Pond,Croghan,May,960,Brook Trout,9.1
2012,Lewis,Oswegatchie River West Branch,Diana,April,770,Brook Trout,8.8
2012,Lewis,Oswegatchie River West Branch,Croghan,April,190,Brook Trout,8.8
2012,Lewis,Oswegatchie River West Branch,Croghan,April,620,Brook Trout,8.8
2012,Lewis,Oswegatchie River West Branch,Croghan,April,240,Brook Trout,8.8
2012,Lewis,Oswegatchie River West Branch,Diana,April,710,Brown Trout,8.2
2012,Lewis,Otter Creek,Greig,May,2310,Brown Trout,8.3
2012,Lewis,Otter Creek,Greig,May,400,Brown Trout,8.3
2012,Lewis,Otter Creek,Greig,May,250,Brown Trout,12.7
2012,Lewis,Pine Lake,Greig,November,500,Brook Trout,4.2
2012,Lewis,Pitcher Pond,Greig,October,200,Brook Trout,4.5
2012,Lewis,Point Rock Creek,Lewis,April,1330,Brown Trout,8.2
2012,Lewis,Quarry Pond,Diana,May,200,Rainbow Trout,8.8
2012,Lewis,Rock Pond,Croghan,May,290,Brook Trout,9.1
2012,Lewis,Rome Reservoir,Lewis,September,4500,Brown Trout,9.9
2012,Lewis,Silver Dawn Lake,Diana,November,200,Brook Trout,4.2
2012,Lewis,Soft Maple Reservoir,"Croghan, Watson",September,1600,Tiger Muskellunge,10.5
2012,Lewis,South Creek,Diana,May,270,Brown Trout,9.6
2012,Lewis,Trout Pond,Croghan,May,580,Brook Trout,9.1
2012,Lewis,Whetstone Creek,Martinsburg,May,270,Brown Trout,9.6
2012,Lewis,Whetstone Marsh Pond,High Market,September,500,Tiger Muskellunge,10.5
2012,Livingston,Conesus Lake,"Livonia, Geneseo, Groveland, C",September,12000,Tiger Muskellunge,10.5
2012,Livingston,Conesus Lake,"Livonia, Geneseo, Groveland, C",June,41360,Walleye,1.5
2012,Livingston,Conesus Lake,"Livonia, Geneseo, Groveland, C",June,8140,Walleye,1.5
2012,Livingston,Conesus Lake,"Livonia, Geneseo, Groveland, C",June,13400,Walleye,1.5
2012,Livingston,Hemlock Lake,Livonia,April,3200,Lake Trout,7.9
2012,Livingston,Hemlock Lake,Livonia,October,6600,Lake Trout,6.3
2012,Livingston,Little Dansville Creek,Nunda,April,440,Brown Trout,7.9
2012,Livingston,Rattlesnake Pond 1,Ossian,September,200,Brook Trout,7.4
2012,Livingston,Rattlesnake Pond 2,Ossian,September,200,Brook Trout,7.4
2012,Madison,Beaver Creek,Brookfield,April,2040,Brown Trout,8
2012,Madison,Beaver Creek,Brookfield,April,140,Brown Trout,13.1
2012,Madison,Canaseraga Creek,Sullivan,March,800,Brown Trout,7.9
2012,Madison,Canaseraga Creek,Sullivan,May,270,Brown Trout,9.6
2012,Madison,Canastota Creek,Lenox,April,310,Brown Trout,7.9
2012,Madison,Canastota Creek,Lenox,May,270,Brown Trout,9.6
2012,Madison,Chenango River,Eaton,April,2930,Brown Trout,7.9
2012,Madison,Chenango River,Eaton,April,450,Brown Trout,12.4
2012,Madison,Chenango River,Eaton,May,670,Brown Trout,9.6
2012,Madison,Chittenango Creek,Cazenovia,April,3020,Brown Trout,8
2012,Madison,Chittenango Creek,Sullivan,April,530,Brown Trout,8
2012,Madison,Chittenango Creek,Fenner,April,2480,Brown Trout,8
2012,Madison,Chittenango Creek,Sullivan,April,980,Brown Trout,8
2012,Madison,Chittenango Creek,Sullivan,April,250,Brown Trout,12.4
2012,Madison,Chittenango Creek,Cazenovia,April,490,Brown Trout,12.4
2012,Madison,Chittenango Creek,Sullivan,April,320,Brown Trout,12.4
2012,Madison,Chittenango Creek,Fenner,April,1100,Brown Trout,12.4
2012,Madison,Chittenango Creek,Cazenovia,May,1860,Brown Trout,8.4
2012,Madison,Chittenango Creek,Fenner,May,4260,Brown Trout,8.4
2012,Madison,Chittenango Creek,Sullivan,May,890,Brown Trout,8.4
2012,Madison,Chittenango Creek,Cazenovia,May,500,Brown Trout,13.3
2012,Madison,Chittenango Creek,Fenner,May,450,Brown Trout,13.3
2012,Madison,Chittenango Creek,Sullivan,May,50,Brown Trout,13.3
2012,Madison,Chittenango Creek,Sullivan,May,100,Brown Trout,13.3
2012,Madison,Cowaselon Creek,Oneida,April,1150,Brown Trout,7.9
2012,Madison,Deruyter Reservoir,De Ruyter,April,1730000,Walleye,0.4
2012,Madison,Eaton Reservoir,Eaton,April,2000,Rainbow Trout,8.2
2012,Madison,Eaton Reservoir,Eaton,April,760000,Walleye,0.4
2012,Madison,Lake Moraine,Madison,September,1200,Tiger Muskellunge,11
2012,Madison,Lebanon Reservoir,Lebanon,April,2000,Rainbow Trout,8.2
2012,Madison,Limestone Creek,Cazenovia,April,1060,Brown Trout,8
2012,Madison,Lower Lelands Pond,Eaton,September,200,Tiger Muskellunge,11
2012,Madison,Old Chenango Canal,Madison,April,1150,Brown Trout,7.9
2012,Madison,Oneida Creek,Smithfield,April,620,Brown Trout,7.9
2012,Madison,Oneida Creek,Smithfield,April,1060,Brown Trout,7.9
2012,Madison,Oneida Creek,Smithfield,May,350,Brown Trout,8.5
2012,Madison,Oneida Creek,Smithfield,May,200,Brown Trout,8.5
2012,Madison,Otselic River,Georgetown,April,300,Brown Trout,13.1
2012,Madison,Otselic River,Georgetown,March,1770,Brown Trout,7.9
2012,Madison,Otselic River,Georgetown,May,400,Brown Trout,8.4
2012,Madison,Payne Brook,Hamilton,April,490,Brown Trout,7.9
2012,Madison,Payne Brook,Hamilton,May,310,Brown Trout,9.6
2012,Madison,Sangerfield River,Hamilton,April,2310,Brown Trout,8
2012,Madison,Sangerfield River,Hamilton,April,230,Brown Trout,12.4
2012,Madison,Sangerfield River,Hamilton,May,530,Brown Trout,9.6
2012,Madison,Stone Mill Brook,Lebanon,April,1060,Brown Trout,8
2012,Madison,T32 of E. BranchTioughnioga Ri,De Ruyter,April,490,Brown Trout,8.2
2012,Madison,Upper Lelands Pond,Madison,April,1510,Brown Trout,8
2012,Monroe,Genesee River,Rochester,May,53610,Chinook,3.3
2012,Monroe,Genesee River,Rochester,May,85250,Chinook,3.6
2012,Monroe,Genesee River,Rochester,April,12100,Steelhead,4.8
2012,Monroe,Genesee River,Rochester,May,10000,Steelhead,5.4
2012,Monroe,Irondequoit Creek,"Brighton, Penfield, Perinton",April,2570,Brown Trout,7.9
2012,Monroe,Irondequoit Creek,Pittsford,April,710,Brown Trout,7.9
2012,Monroe,Irondequoit Creek,"Brighton, Penfield, Perinton",April,1250,Brown Trout,13
2012,Monroe,Irondequoit Creek,Pittsford,April,350,Brown Trout,13.6
2012,Monroe,Irondequoit Creek,Pittsford,May,710,Brown Trout,8.8
2012,Monroe,Irondequoit Creek,"Brighton, Penfield, Perinton",May,5060,Brown Trout,8.8
2012,Monroe,Irondequoit Creek,"Brighton, Penfield, Perinton",May,400,Brown Trout,13.5
2012,Monroe,Irondequoit Creek,Pittsford,May,100,Brown Trout,13.5
2012,Monroe,Irondequoit Creek,Mendon,March,27500,Steelhead,5.3
2012,Monroe,Lake Ontario,,June,7900,Brown Trout,8.5
2012,Monroe,Lake Ontario,Greece,May,23950,Brown Trout,8.3
2012,Monroe,Lake Ontario,Greece,May,23950,Brown Trout,8.5
2012,Monroe,Lake Ontario,Webster,May,23950,Brown Trout,8.5
2012,Monroe,Lake Ontario,Webster,May,23950,Brown Trout,8.6
2012,Monroe,Lake Ontario,Hamlin,May,23950,Brown Trout,8.7
2012,Monroe,Lake Ontario,Hamlin,April,7010,Rainbow Trout,9.1
2012,Monroe,Lake Ontario,Hamlin,April,3340,Rainbow Trout,9.4
2012,Monroe,Lake Ontario,Webster,April,10000,Rainbow Trout,9.4
2012,Monroe,Lake Ontario,Hamlin,May,9650,Rainbow Trout,8.9
2012,Monroe,Oatka Creek,Wheatland,April,1150,Brown Trout,8.2
2012,Monroe,Oatka Creek,Wheatland,April,200,Brown Trout,13.3
2012,Monroe,Oatka Creek,Wheatland,June,700,Brown Trout,13.3
2012,Monroe,Oatka Creek,Wheatland,March,1510,Brown Trout,8.2
2012,Monroe,Oatka Creek,Wheatland,March,350,Brown Trout,12.9
2012,Monroe,Oatka Creek,Wheatland,May,980,Brown Trout,8.4
2012,Monroe,Oatka Creek,Wheatland,May,150,Brown Trout,13
2012,Monroe,Oatka Creek,Wheatland,May,150,Brown Trout,13
2012,Monroe,Salmon Creek,Parma,April,5050,Steelhead,4.8
2012,Monroe,Sandy Creek,Hamlin,May,55000,Chinook,3.1
2012,Monroe,Sandy Creek,Hamlin,May,34590,Chinook,3.4
2012,Monroe,Sandy Creek,Hamlin,April,7350,Steelhead,4.8
2012,Monroe,Sandy Creek,Hamlin,May,7300,Steelhead,5.9
2012,Montgomery,Canajoharie Creek,Canajoharie,April,1330,Brown Trout,8.1
2012,Montgomery,Canajoharie Creek,Canajoharie,April,100,Brown Trout,13
2012,Montgomery,Crum Creek,St Johnsville,April,350,Brown Trout,8
2012,Montgomery,Kayaderosseras Creek,Amsterdam(t),April,620,Brown Trout,8
2012,Montgomery,Otsquago Creek,Minden,April,270,Brown Trout,8.1
2012,Montgomery,Timmerman Creek,St. Johnsville,April,350,Brown Trout,8
2012,Nassau,Massapequa Creek,Oyster Bay,March,50,Brown Trout,13.4
2012,Nassau,Massapequa Creek,Oyster Bay,November,100,Brown Trout,11.6
2012,Nassau,Massapequa Creek,Oyster Bay,October,100,Brown Trout,11.9
2012,Nassau,Massapequa Creek,Oyster Bay,March,400,Rainbow Trout,8.9
2012,Nassau,Massapequa Reservoir,Oyster Bay,April,440,Brown Trout,8.6
2012,Nassau,Massapequa Reservoir,Oyster Bay,April,300,Brown Trout,13.5
2012,Nassau,Massapequa Reservoir,Oyster Bay,March,300,Brown Trout,13.4
2012,Nassau,Massapequa Reservoir,Oyster Bay,November,700,Brown Trout,11.6
2012,Nassau,Massapequa Reservoir,Oyster Bay,October,800,Brown Trout,11.9
2012,Nassau,Massapequa Reservoir,Oyster Bay,April,900,Rainbow Trout,9.1
2012,Nassau,Massapequa Reservoir,Oyster Bay,March,500,Rainbow Trout,8.9
2012,Nassau,Oyster Bay Mill Pond,Oyster Bay,March,100,Brown Trout,13.4
2012,Nassau,Oyster Bay Mill Pond,Oyster Bay,October,400,Brown Trout,11.9
2012,Nassau,Oyster Bay Mill Pond,Oyster Bay,March,500,Rainbow Trout,8.9
2012,Nassau,Upper Twin Pond,Hempstead,April,100,Brown Trout,13.5
2012,Nassau,Upper Twin Pond,Hempstead,March,400,Brown Trout,13.4
2012,Nassau,Upper Twin Pond,Hempstead,November,700,Brown Trout,11.6
2012,Nassau,Upper Twin Pond,Hempstead,October,800,Brown Trout,11.9
2012,Nassau,Upper Twin Pond,Hempstead,April,600,Rainbow Trout,9.1
2012,Nassau,Upper Twin Pond,Hempstead,March,150,Rainbow Trout,8.9
2012,Niagara,Eighteenmile Creek,Newfane,May,67100,Chinook,3.4
2012,Niagara,Eighteenmile Creek,Newfane,May,42200,Chinook,3.4
2012,Niagara,Eighteenmile Creek,Newfane,April,3500,Steelhead,4.9
2012,Niagara,Eighteenmile Creek,Newfane,May,3500,Steelhead,5.5
2012,Niagara,Fourmile Creek,Porter,April,3000,Steelhead,4.9
2012,Niagara,Gill Creek,Niagara Falls,April,580,Brown Trout,8.8
2012,Niagara,Hyde Park Lake,Niagara Falls,April,1770,Brown Trout,8.8
2012,Niagara,Hyde Park Lake,Niagara Falls,April,200,Brown Trout,13.7
2012,Niagara,Keg Creek,Newfane,April,3000,Steelhead,4.9
2012,Niagara,Lake Ontario,Newfane,June,11090,Brown Trout,8.8
2012,Niagara,Lake Ontario,Wilson,May,22180,Brown Trout,7.9
2012,Niagara,Lake Ontario,Newfane,May,11090,Brown Trout,8.7
2012,Niagara,Lake Ontario,,April,12500,Rainbow Trout,9.2
2012,Niagara,Lake Ontario,Wilson,April,12500,Rainbow Trout,9.5
2012,Niagara,Lower Niagara River,Lewiston,April,4440,Brown Trout,8.5
2012,Niagara,Lower Niagara River,Lewiston,May,90000,Chinook,3.4
2012,Niagara,Lower Niagara River,Porter,May,75000,Chinook,3.9
2012,Niagara,Lower Niagara River,Lewiston,April,37000,Steelhead,5.1
2012,Niagara,Lower Niagara River,Porter,May,10000,Steelhead,5.1
2012,Niagara,Lower Niagara River,"Porter, Lewiston",June,23200,Walleye,1.3
2012,Niagara,Oppenheim Park Pond,Wheatfield,April,100,Brown Trout,13.7
2012,Niagara,Oppenheim Park Pond,Wheatfield,April,200,Rainbow Trout,9
2012,Niagara,Twelvemile Creek,Wilson,April,12000,Steelhead,4.9
2012,Niagara,Twelvemile Creek,Wilson,May,7500,Steelhead,6.3
2012,Niagara,Twelvemile Creek E Br,Wilson,April,7500,Steelhead,4.9
2012,Oneida,Big Creek,Marshall,April,1800,Brown Trout,8.5
2012,Oneida,Big Creek,Marshall,May,1060,Brown Trout,8
2012,Oneida,Black River,Forestport,May,1110,Brook Trout,8.8
2012,Oneida,Black River,Forestport,April,100,Brown Trout,13.6
2012,Oneida,Black River,"Boonville, Forestport",April,650,Brown Trout,13.6
2012,Oneida,Black River,Forestport,June,890,Brown Trout,8.6
2012,Oneida,Black River,Forestport,June,890,Brown Trout,8.6
2012,Oneida,Black River,Forestport,May,1020,Brown Trout,8.4
2012,Oneida,Black River,"Boonville, Forestport",May,5850,Brown Trout,8.5
2012,Oneida,Black River,"Boonville, Forestport",May,5850,Brown Trout,8.5
2012,Oneida,Brandy Lake,Forestport,November,300,Brook Trout,4.2
2012,Oneida,Canada Creek,Rome,April,1460,Brown Trout,8
2012,Oneida,Canada Creek,Lee,April,710,Brown Trout,8
2012,Oneida,Cincinnati Creek,Trenton,March,980,Brown Trout,8.5
2012,Oneida,Cincinnati Creek,Trenton,March,1420,Brown Trout,8.5
2012,Oneida,Cincinnati Creek,Trenton,May,350,Brown Trout,8.1
