Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2018,Columbia,Roeliff Jansen Kill,Clermont,April,6350,Brown Trout,7.9
2018,Columbia,Roeliff Jansen Kill,Gallatin,May,1480,Brown Trout,8.1
2018,Columbia,Roeliff Jansen Kill,,May,350,Brown Trout,8.1
2018,Columbia,Roeliff Jansen Kill,Clermont,May,3920,Brown Trout,8.1
2018,Columbia,Roeliff Jansen Kill,Gallatin,May,350,Brown Trout,13.3
2018,Columbia,Roeliff Jansen Kill,Clermont,May,680,Brown Trout,13.3
2018,Columbia,Taghkanic Creek,Greenport,April,520,Brown Trout,7.9
2018,Columbia,Taghkanic Creek,Greenport,April,2350,Brown Trout,7.9
2018,Columbia,Taghkanic Creek,Greenport,April,200,Brown Trout,12.8
2018,Columbia,Weed Mines Pond,Ancram,May,170,Rainbow Trout,9
2018,Cortland,Casterline Pond,Homer,April,250,Brown Trout,12.4
2018,Cortland,Casterline Pond,Homer,May,400,Brown Trout,13.7
2018,Cortland,Casterline Pond,Homer,April,780,Rainbow Trout,8.3
2018,Cortland,Casterline Pond,Homer,December,760,Rainbow Trout,6.6
2018,Cortland,Durkee Park Pond,Homer,April,220,Brown Trout,7.9
2018,Cortland,Durkee Park Pond,Homer,April,50,Brown Trout,12.4
2018,Cortland,Durkee Park Pond,Homer,April,430,Rainbow Trout,8.3
2018,Cortland,East Branch Tioughnioga River,Truxton,April,1570,Brown Trout,7.9
2018,Cortland,East Branch Tioughnioga River,Cortlandville,April,2700,Brown Trout,7.9
2018,Cortland,East Branch Tioughnioga River,Truxton,April,350,Brown Trout,8
2018,Cortland,East Branch Tioughnioga River,Cortlandville,May,400,Brown Trout,13.2
2018,Cortland,East Branch Tioughnioga River,Truxton,May,300,Brown Trout,13.2
2018,Cortland,Little York Lake,Homer,April,650,Brown Trout,7.9
2018,Cortland,Little York Lake,Homer,April,3910,Rainbow Trout,8.3
2018,Cortland,Merrill Creek,Marathon,April,520,Brown Trout,7.9
2018,Cortland,Otselic River,Cincinnatus,April,2350,Brown Trout,7.9
2018,Cortland,Otselic River,Cincinnatus,April,560,Brown Trout,11.9
2018,Cortland,Otselic River,Cincinnatus,May,520,Brown Trout,8
2018,Cortland,Padget Pond,Preble,October,1300,Rainbow Trout,5.9
2018,Cortland,West Branch Tioughnioga River,Homer,April,3130,Brown Trout,7.9
2018,Cortland,West Branch Tioughnioga River,Homer,April,740,Brown Trout,8
2018,Cortland,West Branch Tioughnioga River,Homer,May,490,Brown Trout,13.2
2018,Cortland,West Branch Tioughnioga River,Homer,May,400,Brown Trout,13.7
2018,Delaware,Beaver Kill,Colchester,April,610,Brown Trout,9
2018,Delaware,Beaver Kill,Colchester,April,520,Brown Trout,9
2018,Delaware,Beaver Kill,Colchester,April,1830,Brown Trout,9
2018,Delaware,Beaver Kill,Colchester,April,250,Brown Trout,13.1
2018,Delaware,Beaver Kill,Colchester,April,400,Brown Trout,13.1
2018,Delaware,Beaver Kill,Colchester,April,430,Brown Trout,13.1
2018,Delaware,Beaver Kill,Colchester,May,870,Brown Trout,9.2
2018,Delaware,Beaver Kill,Colchester,May,1390,Brown Trout,9.2
2018,Delaware,Beaver Kill,Colchester,May,1830,Brown Trout,9.2
2018,Delaware,Big Pond,Andes,April,220,Brown Trout,9
2018,Delaware,Big Pond,Andes,August,70,Brown Trout,15.8
2018,Delaware,Big Pond,Andes,August,200,Brown Trout,15.8
2018,Delaware,Big Pond,Andes,August,60,Brown Trout,20.8
2018,Delaware,Big Pond,Andes,August,120,Brown Trout,20.8
2018,Delaware,Big Pond,Andes,September,10,Brown Trout,15.8
2018,Delaware,Big Pond,Andes,September,170,Brown Trout,15.8
2018,Delaware,Big Pond,Andes,September,10,Brown Trout,20.8
2018,Delaware,Big Pond,Andes,September,180,Brown Trout,20.8
2018,Delaware,Big Pond,Andes,April,220,Rainbow Trout,8.9
2018,Delaware,Cannonsville Reservoir,Deposit and Tompkins,May,6520,Brown Trout,9.1
2018,Delaware,Carrs Creek,Sidney,April,440,Brown Trout,9.3
2018,Delaware,Charlotte Creek,Davenport,April,3740,Brown Trout,9.3
2018,Delaware,Charlotte Creek,Davenport,April,740,Brown Trout,9.3
2018,Delaware,Charlotte Creek,Davenport,April,300,Brown Trout,12.7
2018,Delaware,Charlotte Creek,Davenport,May,870,Brown Trout,9.1
2018,Delaware,Charlotte Creek,Davenport,May,170,Brown Trout,9.1
2018,Delaware,Delaware River East Branch,"Middletown, Roxbury",April,700,Brown Trout,9
2018,Delaware,Delaware River East Branch,Middletown,April,1650,Brown Trout,9
2018,Delaware,Delaware River East Branch,Roxbury,April,260,Brown Trout,9
2018,Delaware,Delaware River East Branch,Middletown,April,1480,Brown Trout,9
2018,Delaware,Delaware River East Branch,Colchester,April,370,Brown Trout,13
2018,Delaware,Delaware River East Branch,Middletown,April,150,Brown Trout,13
2018,Delaware,Delaware River East Branch,Roxbury,April,50,Brown Trout,13
2018,Delaware,Delaware River East Branch,"Middletown, Roxbury",April,50,Brown Trout,13
2018,Delaware,Delaware River East Branch,Colchester,April,400,Brown Trout,13
2018,Delaware,Delaware River East Branch,Middletown,April,350,Brown Trout,13
2018,Delaware,Delaware River East Branch,"Middletown, Roxbury",May,170,Brown Trout,9.4
2018,Delaware,Delaware River East Branch,Roxbury,May,90,Brown Trout,9.4
2018,Delaware,Delaware River East Branch,Middletown,May,440,Brown Trout,9.4
2018,Delaware,Delaware River East Branch,Middletown,May,300,Brown Trout,9.4
2018,Delaware,Delaware River West Branch,Delhi,April,2520,Brown Trout,9.1
2018,Delaware,Delaware River West Branch,Delhi,April,2260,Brown Trout,9.1
2018,Delaware,Delaware River West Branch,Kortright,April,780,Brown Trout,9.1
2018,Delaware,Delaware River West Branch,Harpersfield,April,1830,Brown Trout,9.1
2018,Delaware,Delaware River West Branch,"Hamden, Walton",April,4000,Brown Trout,9.1
2018,Delaware,Delaware River West Branch,Delhi,April,280,Brown Trout,13.1
2018,Delaware,Delaware River West Branch,Delhi,April,360,Brown Trout,13.1
2018,Delaware,Delaware River West Branch,Harpersfield,April,280,Brown Trout,13.1
2018,Delaware,Delaware River West Branch,"Hamden, Walton",April,480,Brown Trout,13.1
2018,Delaware,Delaware River West Branch,Harpersfield,May,440,Brown Trout,9.2
2018,Delaware,Delaware River West Branch,"Hamden, Walton",May,1000,Brown Trout,9.2
2018,Delaware,Delaware River West Branch,Delhi,May,520,Brown Trout,9.2
2018,Delaware,Delaware River West Branch,Kortright,May,260,Brown Trout,9.2
2018,Delaware,Delaware River West Branch,Delhi,May,610,Brown Trout,9.2
2018,Delaware,East Sidney Lake,Sidney,June,4000,Walleye,1.6
2018,Delaware,Launt Pond,Tompkins,May,700,Brook Trout,8.4
2018,Delaware,Launt Pond,Tompkins,October,1400,Rainbow Trout,5.8
2018,Delaware,Little Delaware River,Bovina,April,350,Brown Trout,9.1
2018,Delaware,Little Delaware River,Delhi,April,350,Brown Trout,9.1
2018,Delaware,Little Pond,Andes,April,90,Brown Trout,9
2018,Delaware,Little Pond,Andes,April,200,Brown Trout,13.1
2018,Delaware,Little Pond,Andes,April,170,Rainbow Trout,8.9
2018,Delaware,Mud Pond,Colchester,May,90,Brown Trout,9.1
2018,Delaware,Mud Pond,Colchester,May,260,Rainbow Trout,8.9
2018,Delaware,Ouleout Creek,Franklin,April,2180,Brown Trout,9.3
2018,Delaware,Ouleout Creek,Franklin,April,150,Brown Trout,12.7
2018,Delaware,Ouleout Creek,Franklin,May,780,Brown Trout,9.1
2018,Delaware,Ouleout Creek South Fork,Franklin,April,260,Brown Trout,9.3
2018,Delaware,Ouleout Creek South Fork,Franklin,April,300,Brown Trout,9.3
2018,Delaware,Pepacton Reservoir,Colchester,May,4350,Brown Trout,9.1
2018,Dutchess,Crum Elbow Creek,Hyde Park,March,260,Brown Trout,9.1
2018,Dutchess,Crum Elbow Creek,Hyde Park,March,700,Brown Trout,9.1
2018,Dutchess,Crum Elbow Creek,Hyde Park,March,220,Rainbow Trout,9
2018,Dutchess,Crum Elbow Creek,Hyde Park,March,700,Rainbow Trout,9
2018,Dutchess,Fishkill Creek,Beekman,April,2000,Brown Trout,9
2018,Dutchess,Fishkill Creek,"Beacon, Fishkill",April,170,Brown Trout,9
2018,Dutchess,Fishkill Creek,Fishkill,April,220,Brown Trout,9
2018,Dutchess,Fishkill Creek,Beekman,March,3650,Brown Trout,9.2
2018,Dutchess,Fishkill Creek,Fishkill,March,1650,Brown Trout,9.3
2018,Dutchess,Fishkill Creek,"Beacon, Fishkill",March,1390,Brown Trout,9.3
2018,Dutchess,Fishkill Creek,Beekman,March,500,Brown Trout,13
2018,Dutchess,Fishkill Creek,"Beacon, Fishkill",March,150,Brown Trout,13
2018,Dutchess,Fishkill Creek,Fishkill,March,150,Brown Trout,13
2018,Dutchess,Iron Mine Pond,Northeast,April,170,Rainbow Trout,9.1
2018,Dutchess,Mill Pond Brook (Amenia Bk),Amenia,April,170,Brown Trout,9.2
2018,Dutchess,Overlook Park Pond,Poughkeepsie,April,30,Brown Trout,14.8
2018,Dutchess,Overlook Park Pond,Poughkeepsie,April,400,Rainbow Trout,8.9
2018,Dutchess,Roeliff Jansen Kill,Milan,March,1130,Brown Trout,9.1
2018,Dutchess,Roeliff Jansen Kill,Milan,March,400,Brown Trout,12.7
2018,Dutchess,Roeliff Jansen Kill,Milan,May,1130,Brown Trout,8.9
2018,Dutchess,Sawkill,Red Hook,March,300,Brown Trout,9.1
2018,Dutchess,Sprout Creek,La Grange,April,130,Brown Trout,9
2018,Dutchess,Sprout Creek,East Fishkill,April,650,Brown Trout,9
2018,Dutchess,Sprout Creek,East Fishkill,April,1130,Brown Trout,9
2018,Dutchess,Sprout Creek,East Fishkill,March,2000,Brown Trout,9.2
2018,Dutchess,Sprout Creek,La Grange,March,610,Brown Trout,9.3
2018,Dutchess,Sprout Creek,East Fishkill,March,1220,Brown Trout,9.3
2018,Dutchess,Sprout Creek,East Fishkill,March,200,Brown Trout,13
2018,Dutchess,Sprout Creek,East Fishkill,March,330,Brown Trout,13
2018,Dutchess,Sprout Creek,La Grange,March,80,Brown Trout,13
2018,Dutchess,Swamp River,Dover,April,130,Brown Trout,9.2
2018,Dutchess,Swamp River,Dover,March,520,Brown Trout,9.3
2018,Dutchess,Sylvan Lake,Beekman,April,1740,Brown Trout,9
2018,Dutchess,Ten Mile River,Amenia,April,610,Brown Trout,9
2018,Dutchess,Ten Mile River,Dover,April,1040,Brown Trout,9.2
2018,Dutchess,Ten Mile River,Amenia,April,700,Brown Trout,9.2
2018,Dutchess,Ten Mile River,Amenia,April,100,Brown Trout,13
2018,Dutchess,Ten Mile River,Dover,April,230,Brown Trout,13
2018,Dutchess,Ten Mile River,Amenia,April,100,Brown Trout,13
2018,Dutchess,Ten Mile River,Amenia,March,1130,Brown Trout,9.3
2018,Dutchess,Ten Mile River,Amenia,March,1220,Brown Trout,9.3
2018,Dutchess,Ten Mile River,Dover,March,4000,Brown Trout,9.3
2018,Dutchess,Ten Mile River,Dover,March,330,Brown Trout,13
2018,Dutchess,Ten Mile River,Amenia,March,100,Brown Trout,13
2018,Dutchess,Ten Mile River,Amenia,March,100,Brown Trout,13
2018,Dutchess,Upton Lake,Stanford,May,610,Brown Trout,8.9
2018,Dutchess,Wappingers Creek,Stanford,April,520,Brown Trout,9
2018,Dutchess,Wappingers Creek,Poughkeepsie,April,2520,Brown Trout,9
2018,Dutchess,Wappingers Creek,Pleasant Valley,April,4180,Brown Trout,9
2018,Dutchess,Wappingers Creek,Stanford,April,1040,Brown Trout,9
2018,Dutchess,Wappingers Creek,Pleasant Valley,April,520,Brown Trout,13.1
2018,Dutchess,Wappingers Creek,Stanford,April,80,Brown Trout,13.1
2018,Dutchess,Wappingers Creek,Poughkeepsie,April,640,Brown Trout,13.1
2018,Dutchess,Wappingers Creek,Stanford,April,210,Brown Trout,13.1
2018,Dutchess,Wappingers Creek,Pleasant Valley,May,960,Brown Trout,8.9
2018,Dutchess,Wappingers Creek,Poughkeepsie,May,2350,Brown Trout,8.9
2018,Dutchess,Wappingers Creek,Stanford,May,1130,Brown Trout,8.9
2018,Dutchess,Wappingers Creek,Poughkeepsie,April,1740,Rainbow Trout,9
2018,Dutchess,Webatuck Creek,Northeast,April,1220,Brown Trout,9.2
2018,Dutchess,Webatuck Creek,Northeast,March,1910,Brown Trout,9.3
2018,Dutchess,Webatuck Creek,Amenia,March,520,Brown Trout,9.3
2018,Dutchess,Webatuck Creek,Northeast,March,320,Brown Trout,13
2018,Dutchess,Webatuck Creek,Amenia,March,50,Brown Trout,13
2018,Dutchess,Whaley Lake Brook,Beekman,April,570,Brown Trout,9
2018,Erie,Buffalo Creek,West Seneca,April,15000,Steelhead,4.5
2018,Erie,Buffalo River,West Seneca,May,10000,Steelhead,5.6
2018,Erie,Cattaraugus Creek,Sardinia,April,2610,Brown Trout,9
2018,Erie,Cattaraugus Creek,Sardinia,April,350,Brown Trout,13.2
2018,Erie,Cattaraugus Creek,Sardinia,March,3310,Brown Trout,8.7
2018,Erie,Cattaraugus Creek,Sardinia,March,600,Brown Trout,12.8
2018,Erie,Cayuga Creek,Lancaster,April,2440,Rainbow Trout,8.6
2018,Erie,Cayuga Creek,Lancaster,April,300,Rainbow Trout,9
2018,Erie,Cayuga Creek,Cheektowaga,April,10000,Steelhead,4.5
2018,Erie,Cazenovia Creek-East Branch,Aurora,April,440,Brown Trout,8.8
2018,Erie,Cazenovia Creek-East Branch,Aurora,March,2700,Brown Trout,8.7
2018,Erie,Cazenovia Creek-East Branch,Aurora,March,300,Brown Trout,12.8
2018,Erie,Eighteenmile Creek,Boston,March,650,Brown Trout,8.6
2018,Erie,Eighteenmile Creek,Evans,April,4350,Rainbow Trout,9
2018,Erie,Eighteenmile Creek,Evans,October,10000,Rainbow Trout,6.3
2018,Erie,Eighteenmile Creek,Evans,October,1200,Rainbow Trout,6.3
2018,Erie,Eighteenmile Creek,Evans,April,40000,Steelhead,5.1
2018,Erie,Ellicott Creek,Amherst,April,1090,Rainbow Trout,9.1
2018,Erie,Little Buffalo Ck,"Lancaster, Elma",March,1130,Brown Trout,8.6
2018,Erie,Little Buffalo Ck,"Lancaster, Elma",March,200,Brown Trout,12.6
2018,Erie,Main Park Pond - Village of Cl,Clarence,April,260,Rainbow Trout,9.1
2018,Erie,Sprague Brook Park A and B Pon,Concord,April,80,Brown Trout,13.5
2018,Erie,Sprague Brook Park A and B Pon,Concord,April,170,Rainbow Trout,9.1
2018,Erie,Sprague Brook Park - Foote Ro,Concord,April,50,Brown Trout,13.5
2018,Erie,Sprague Brook Park - Foote Ro,Concord,April,90,Rainbow Trout,9.1
2018,Erie,Sprague Brook Park Veteran's P,Concord,April,80,Brown Trout,13.5
2018,Erie,Sprague Brook Park Veteran's P,Concord,April,170,Rainbow Trout,9.1
2018,Erie,Springville Field and Stream C,Concord,May,200,Brook Trout,10.1
2018,Essex,Alder Meadow Brook,Schroon,September,300,Brook Trout,6
2018,Essex,Ausable River,Chesterfield,June,500,Brown Trout,12
2018,Essex,Ausable River,Jay,May,600,Brown Trout,12
2018,Essex,Ausable River,Chesterfield,April,19620,Landlocked Salmon,5.7
2018,Essex,Ausable River,Chesterfield,May,18000,Landlocked Salmon,1.1
2018,Essex,Ausable River,Chesterfield,June,300,Rainbow Trout,17
2018,Essex,Ausable River,Jay,May,800,Rainbow Trout,13
2018,Essex,Ausable River,Chesterfield,May,1000,Rainbow Trout,13
2018,Essex,Baily Pond,Schroon,September,320,Brook Trout,4.2
2018,Essex,Balfour Lake,Minerva,May,650,Brown Trout,8.1
2018,Essex,Balfour Lake,Minerva,May,650,Rainbow Trout,9
2018,Essex,Barkeater Pond,Keene,May,100,Brown Trout,12
2018,Essex,Barkeater Pond,Keene,May,200,Rainbow Trout,13
2018,Essex,Barkeater Pond,Keene,May,125,Rainbow Trout,17
2018,Essex,Barnes Pond,Minerva,October,400,Brook Trout,4.6
2018,Essex,Bartlett Pond,North Elba,September,160,Brook Trout,4
2018,Essex,Bartlett Pond,Moriah,May,350,Brown Trout,12
2018,Essex,Bass Lake,North Hudson,September,1350,Brook Trout,4.2
2018,Essex,Bass Lake,North Hudson,May,350,Rainbow Trout,8.3
2018,Essex,Bear Pond,Ticonderoga,September,640,Brook Trout,4.2
2018,Essex,Beaver Brook,Wilmington,October,250,Brook Trout,6
2018,Essex,Big Cherry Patch Pond,North Elba,September,800,Brook Trout,4
2018,Essex,Big Marsh Pond,North Hudson,September,1040,Brook Trout,4.2
2018,Essex,Big Sherman Pond,Minerva,October,400,Brook Trout,4.6
2018,Essex,Big Sherman Pond,Minerva,May,150,Brown Trout,7.1
2018,Essex,Black Pond,Minerva,October,320,Brook Trout,4.6
2018,Essex,Black Pond,North Elba,September,400,Brook Trout,4
2018,Essex,Black River,Lewis/E'town,May,1000,Brook Trout,8.4
2018,Essex,Black River,Westport,September,700,Brook Trout,6
2018,Essex,Bloody Pond,North Hudson,September,160,Brook Trout,4.2
2018,Essex,Boquet River,E'town,May,5300,Brook Trout,8.4
2018,Essex,Boquet River,Elizabethtown,September,350,Brook Trout,6
2018,Essex,Boquet River,Lewis & E'town,April,2610,Brown Trout,8.4
2018,Essex,Boquet River,Essex,April,1200,Brown Trout,12
2018,Essex,Boquet River,Elizabethtown,April,600,Brown Trout,12
2018,Essex,Boquet River,Lewis,April,800,Brown Trout,12
2018,Essex,Boquet River,Lewis,May,100,Brown Trout,13.2
2018,Essex,Boquet River,Lewis & E'town,May,300,Brown Trout,13.2
2018,Essex,Boquet River,Essex,April,42352,Landlocked Salmon,6.2
2018,Essex,Boquet River and Tribs,Lewis,May,99000,Landlocked Salmon,1.1
2018,Essex,Boreas River,North Hudson,September,600,Brook Trout,6
2018,Essex,Boreas River,North Hudson,April,500,Brown Trout,12
2018,Essex,Boreas River,Minerva,April,400,Brown Trout,12
2018,Essex,Boreas River,Minerva,May,1650,Brown Trout,8.1
2018,Essex,Boreas River,Minerva,May,520,Brown Trout,8.5
2018,Essex,Boreas River,North Hudson,April,350,Rainbow Trout,13
2018,Essex,Boreas River,Minerva,April,800,Rainbow Trout,13
2018,Essex,Boreas River,North Hudson,April,175,Rainbow Trout,17
2018,Essex,Boreas River,Minerva,June,200,Rainbow Trout,17
2018,Essex,Brother Ponds,Moriah,September,400,Brook Trout,4.2
2018,Essex,Burge Pond,Schroon,September,300,Brook Trout,4.6
2018,Essex,Cascade Brook,Keene,October,300,Brook Trout,6
2018,Essex,Center Pond,Minerva,October,560,Brook Trout,4.6
2018,Essex,Chapel Pond,Keene,October,400,Brook Trout,4.5
2018,Essex,Chapel Pond,Keene,June,25,Rainbow Trout,17
2018,Essex,Chapel Pond,Keene,May,200,Rainbow Trout,13
2018,Essex,Cheney Pond,Minerva,September,1830,Brook Trout,4.2
2018,Essex,Cheney Pond,Minerva,May,610,Brown Trout,8.2
2018,Essex,Chilson Brook,Ticonderoga,April,350,Brook Trout,8.1
2018,Essex,Chubb River,North Elba,May,1000,Brook Trout,8
2018,Essex,Chubb River,North Elba,October,450,Brook Trout,6
2018,Essex,Chubb River,North Elba,May,780,Brown Trout,8
2018,Essex,Clear Pond,Ticonderoga,May,350,Brown Trout,8.2
2018,Essex,Clear Pond,Ticonderoga,May,350,Rainbow Trout,8.3
2018,Essex,Clear Pond,Newcomb,May,350,Rainbow Trout,8.3
2018,Essex,Clements Pond,Jay,September,120,Brook Trout,4
2018,Essex,Cold Brook,Willsboro,October,300,Brook Trout,6
2018,Essex,Coldspring Pond,North Elba,September,120,Brook Trout,4
2018,Essex,Coldspring Pond,North Elba,May,90,Brown Trout,8
2018,Essex,Connery Pond,North Elba,May,1220,Brown Trout,8
2018,Essex,Connery Pond,North Elba,May,390,Splake,8
2018,Essex,Cotters Pond,Schroon,September,320,Brook Trout,4.2
2018,Essex,Courtney Pond,North Hudson,September,520,Brook Trout,4.2
2018,Essex,Courtney Pond,North Hudson,May,100,Brown Trout,13.1
2018,Essex,Courtney Pond,North Hudson,May,150,Rainbow Trout,13
2018,Essex,Crab Pond,Schroon,September,400,Brook Trout,4.2
2018,Essex,Crab Pond,Schroon,May,390,Brown Trout,8.2
2018,Essex,Crane Pond,Schroon,May,450,Lake Trout,6.7
2018,Essex,Crane Pond,Schroon,May,1300,Rainbow Trout,8.3
2018,Essex,Deadwater Pond,North Hudson,May,250,Brown Trout,12
2018,Essex,Deep Hollow (Kilkenny) Pond,Elizabethtown,May,600,Rainbow Trout,13
2018,Essex,Deep Hollow (Kilkenny) Pond,Elizabethtown,May,200,Rainbow Trout,17
2018,Essex,Deer Creek,Minerva,May,250,Brown Trout,12
2018,Essex,Deer Pond,Minerva,October,1120,Brook Trout,4.6
2018,Essex,Dimmick Pond,Minerva,May,150,Brown Trout,13
2018,Essex,Dunk Pond,Minerva,October,640,Brook Trout,4.6
2018,Essex,Durgan Brook,Chesterfield,October,250,Brook Trout,6
2018,Essex,Eagle Lake,Ticonderoga,April,600,Brown Trout,12
2018,Essex,Eagle Lake,"Crown Point, Ticonderoga",May,4000,Brown Trout,9
2018,Essex,Eagles Nest Pond,Moriah,September,240,Brook Trout,4.2
2018,Essex,East Branch Ausable River,Keene,May,2400,Brook Trout,8
2018,Essex,East Branch Ausable River,Jay,April,3040,Brown Trout,8
2018,Essex,East Branch Ausable River,Jay & Keene,April,3480,Brown Trout,8
2018,Essex,East Branch Ausable River,Jay & Keene,May,2520,Brown Trout,8
2018,Essex,East Branch Ausable River,Jay,May,3040,Brown Trout,8
2018,Essex,East Branch Ausable River,Jay & Keene,April,2610,Rainbow Trout,8
2018,Essex,East Branch Ausable River,Keene,April,900,Rainbow Trout,13
2018,Essex,East Branch Ausable River,Jay,June,300,Rainbow Trout,17
2018,Essex,East Branch Ausable River,Keene,June,300,Rainbow Trout,17
2018,Essex,East Branch Ausable River,Jay,May,800,Rainbow Trout,13
2018,Essex,Eighth Lake Essex Chain,Newcomb,October,520,Brook Trout,4.6
2018,Essex,Ensign Pond,Moriah,May,350,Brown Trout,12
2018,Essex,Essex County Fair,Westport,August,15,Rainbow Trout,14
2018,Essex,Fifth Lake Essex Chain,Minerva,May,100,Landlocked Salmon,7.2
2018,Essex,Fifth Lake Essex Chain,Minerva,May,960,Rainbow Trout,8.3
2018,Essex,Fish & Game Club Pond,Westport,May,200,Rainbow Trout,13
2018,Essex,Fish & Game Club Pond,Willsboro,May,200,Rainbow Trout,13
2018,Essex,Fish & Game Club Pond,Westport,May,125,Rainbow Trout,17
2018,Essex,Fish & Game Club Pond,Chesterfield,May,100,Rainbow Trout,17
2018,Essex,Fish & Game Club Pond,Willsboro,May,125,Rainbow Trout,17
2018,Essex,Five Mile Run,Ticonderoga,April,100,Brown Trout,12
2018,Essex,Gay Brook,Chesterfield,October,250,Brook Trout,6
2018,Essex,Glidden Marsh,Schroon,May,130,Brown Trout,8.2
2018,Essex,Gooseneck Pond,Ticonderoga,May,610,Rainbow Trout,8.3
2018,Essex,Goose Pond,Schroon,September,960,Brook Trout,4.2
2018,Essex,Goose Pond,Schroon,May,580,Rainbow Trout,8.3
2018,Essex,Goose Pond,Schroon,May,300,Splake,8.1
